item,co2,unit,category,source
sweet and sour pork with rice,12.31,0.084,food,Existing Dataset
shepherd's pie with lamb,39.72,0.167,food,Existing Dataset
"lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",39.72,0.131,food,Existing Dataset
"lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",39.72,0.062,food,Existing Dataset
"lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",39.72,0.088,food,Existing Dataset
"lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",39.72,0.062,food,Existing Dataset
"lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",39.72,0.136,food,Existing Dataset
stuffed grape leaves with lamb and rice,39.72,0.189,food,Existing Dataset
"lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",39.72,0.133,food,Existing Dataset
"lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",39.72,0.138,food,Existing Dataset
"veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0.46,0.066,food,Existing Dataset
"veal stew with potatoes and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0.46,0.075,food,Existing Dataset
rabbit stew with potatoes and vegetables,0.46,0.079,food,Existing Dataset
"venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0.46,0.111,food,Existing Dataset
"venison or deer stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0.46,0.117,food,Existing Dataset
"chicken or turkey, potatoes, corn, and cheese, with gravy",9.87,0.045,food,Existing Dataset
"chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",9.87,0.123,food,Existing Dataset
"chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",9.87,0.122,food,Existing Dataset
"chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",9.87,0.096,food,Existing Dataset
"chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",9.87,0.095,food,Existing Dataset
"chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",9.87,0.089,food,Existing Dataset
"chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",9.87,0.089,food,Existing Dataset
"chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",9.87,0.1,food,Existing Dataset
"chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",9.87,0.099,food,Existing Dataset
"chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",9.87,0.12,food,Existing Dataset
"chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",9.87,0.119,food,Existing Dataset
"chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",9.87,0.071,food,Existing Dataset
"chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",9.87,0.08,food,Existing Dataset
"chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",9.87,0.086,food,Existing Dataset
"chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",9.87,0.094,food,Existing Dataset
"chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",9.87,0.084,food,Existing Dataset
"chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",9.87,0.083,food,Existing Dataset
"chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",9.87,0.067,food,Existing Dataset
"chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",9.87,0.067,food,Existing Dataset
"chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",9.87,0.063,food,Existing Dataset
"chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",9.87,0.062,food,Existing Dataset
"chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",9.87,0.092,food,Existing Dataset
"chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",9.87,0.091,food,Existing Dataset
chicken or turkey chow mein or chop suey with noodles,9.87,0.053,food,Existing Dataset
"chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",9.87,0.069,food,Existing Dataset
"chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",9.87,0.068,food,Existing Dataset
"chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",9.87,0.066,food,Existing Dataset
"chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",9.87,0.065,food,Existing Dataset
"chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",9.87,0.054,food,Existing Dataset
"chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",9.87,0.053,food,Existing Dataset
"chicken or turkey, rice, corn, and cheese, with gravy",9.87,0.056,food,Existing Dataset
"chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",9.87,0.057,food,Existing Dataset
"chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",9.87,0.086,food,Existing Dataset
"chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",9.87,0.051,food,Existing Dataset
"chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",9.87,0.05,food,Existing Dataset
"chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",9.87,0.056,food,Existing Dataset
"chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",9.87,0.055,food,Existing Dataset
"chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",9.87,0.079,food,Existing Dataset
"chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",9.87,0.078,food,Existing Dataset
chicken or turkey pot pie,9.87,0.042,food,Existing Dataset
"chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",9.87,0.066,food,Existing Dataset
"chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce",9.87,0.065,food,Existing Dataset
"chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",9.87,0.054,food,Existing Dataset
"chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",9.87,0.05,food,Existing Dataset
"chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy",9.87,0.041,food,Existing Dataset
"chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",9.87,0.041,food,Existing Dataset
"chicken fricassee, puerto rican style",9.87,0.083,food,Existing Dataset
"seafood stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",0.46,0.091,food,Existing Dataset
"fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",6.1,0.065,food,Existing Dataset
"fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",6.1,0.065,food,Existing Dataset
"seafood stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0.46,0.091,food,Existing Dataset
"codfish with starchy vegetables, puerto rican style",13.63,0.118,food,Existing Dataset
"stewed codfish, puerto rican style",13.63,0.103,food,Existing Dataset
"biscayne codfish, puerto rican style",13.63,0.102,food,Existing Dataset
gumbo with rice,4.45,0.069,food,Existing Dataset
jambalaya with meat and rice,4.45,0.08,food,Existing Dataset
"beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",99.48,0.054,food,Existing Dataset
"beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",99.48,0.047,food,Existing Dataset
"beef shish kabob with vegetables, excluding potatoes",99.48,0.102,food,Existing Dataset
"beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",99.48,0.088,food,Existing Dataset
swiss steak,3.5,0.064,food,Existing Dataset
"beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",99.48,0.104,food,Existing Dataset
"beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",99.48,0.081,food,Existing Dataset
"beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",99.48,0.04,food,Existing Dataset
"beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",99.48,0.039,food,Existing Dataset
"beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",99.48,0.056,food,Existing Dataset
beef and broccoli,99.48,0.066,food,Existing Dataset
"beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",27.0,0.075,food,Existing Dataset
szechuan beef,99.48,0.049,food,Existing Dataset
hunan beef,99.48,0.049,food,Existing Dataset
"beef chow mein or chop suey, no noodles",99.48,0.041,food,Existing Dataset
kung pao beef,99.48,0.098,food,Existing Dataset
"beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",99.48,0.09,food,Existing Dataset
"beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce",27.0,0.108,food,Existing Dataset
"beef and vegetables, hawaiian style",99.48,0.121,food,Existing Dataset
pepper steak,3.5,0.065,food,Existing Dataset
"beef, ground, with egg and onion",27.0,0.072,food,Existing Dataset
beef salad,99.48,0.077,food,Existing Dataset
"beef taco filling: beef, cheese, tomato, taco sauce",99.48,0.076,food,Existing Dataset
stir fried beef and vegetables in soy sauce,99.48,0.128,food,Existing Dataset
"beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",99.48,0.044,food,Existing Dataset
"beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",99.48,0.043,food,Existing Dataset
"beef stew with vegetables excluding potatoes, puerto rican style",99.48,0.115,food,Existing Dataset
"corned beef with tomato sauce and onion, puerto rican style",99.48,0.066,food,Existing Dataset
"beef steak with onions, puerto rican style",99.48,0.096,food,Existing Dataset
ham or pork salad,12.31,0.061,food,Existing Dataset
"pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",12.31,0.051,food,Existing Dataset
greens with ham or pork,12.31,0.086,food,Existing Dataset
"pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce",12.1,0.072,food,Existing Dataset
"pork and vegetables, hawaiian style",12.31,0.131,food,Existing Dataset
pork and watercress with soy-based sauce,12.31,0.057,food,Existing Dataset
kung pao pork,12.31,0.09,food,Existing Dataset
"moo shu pork, without chinese pancake",12.31,0.092,food,Existing Dataset
pork and onions with soy-based sauce,12.31,0.061,food,Existing Dataset
pork hash,12.31,0.097,food,Existing Dataset
"pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",12.31,0.044,food,Existing Dataset
"pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",12.1,0.106,food,Existing Dataset
"pork chow mein or chop suey, no noodles",12.31,0.041,food,Existing Dataset
"pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",12.31,0.085,food,Existing Dataset
"pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",12.31,0.084,food,Existing Dataset
"pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",12.31,0.051,food,Existing Dataset
"pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce",12.31,0.084,food,Existing Dataset
"pork shish kabob with vegetables, excluding potatoes",12.31,0.095,food,Existing Dataset
"pork chop stewed with vegetables, puerto rican style",12.31,0.059,food,Existing Dataset
"lamb or mutton stew with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",39.72,0.097,food,Existing Dataset
"lamb or mutton stew with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",39.72,0.106,food,Existing Dataset
"lamb shish kabob with vegetables, excluding potatoes",39.72,0.12,food,Existing Dataset
"chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",9.87,0.049,food,Existing Dataset
"chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",9.87,0.043,food,Existing Dataset
"chicken or turkey shish kabob with vegetables, excluding potatoes",9.87,0.097,food,Existing Dataset
"chicken or turkey creole, without rice",9.87,0.076,food,Existing Dataset
"chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",9.87,0.042,food,Existing Dataset
"chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",9.87,0.04,food,Existing Dataset
